电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
我的房子我来造,2771000,1701,7229,4387,3546,人文,暂无评分,评分人数不足,已完结, 全20集,0,4,简介：由BBC资深节目主持人兼房产专家西蒙奥布莱恩主持，本剧每集跟随一位自建房屋的人士展现他们充满野心和艰辛的建房行动。其中包括建造在威尔士的一座环保型住宅，一座建造在农场谷仓边的现代钢结构住宅等等。每一集的内容都让观众别开生面、大受启发、大饱眼福。,
逃出生天,1294000,232,4775,262,956,探险,暂无评分,评分人数不足,已完结, 全12集,0,3,简介：逃出生天,
幻影与银影 劳斯莱斯的百年企业史,272000,914,8673,428,1075,人文历史,暂无评分,评分人数不足,已完结, 全2集,0,11,简介：劳斯莱斯豪车 曾是那么的光彩夺目。美得无比自然 仿佛与工程毫无关系。专属国王与贵族们的座驾。可现在呢 它代表的难道仅是明星 银行家 又或是花花公子们炫耀身份的象征吗？这是一个关于劳斯莱斯幻影、银影以及银魅的故事，一家经历过沧桑变故的优秀英国企业 他们曾经骄傲地声称 我们所制造出来的车是世界上最完美的车。这一系列回顾劳斯莱斯百年的企业史，探寻查尔斯·劳斯与亨利·莱斯之间的关系，以及他们如何开始着手生产世界上最好的车。,
有序与无序,253000,1705,36000,1450,3668,人文,暂无评分,评分人数不足,已完结, 全2集,1,10,简介：人类到底是如何获得改变行星地球的巨大力量的？在外太空遥望地球的夜景，就能见证到人类对能量的掌控和利用，以及它对人类存在的重要性。谁都离不开能量。我们用能量修建容身庇护之所，为房屋照明，更重要的是，对与生命本身而言，能量亦是不可或缺的。如无法从食物中获得生存的能量，迎接人类的只有死亡。可是，能量到底是什么？又是什么让人类离不开它？为了揭开谜底，科学家们发现并归纳总结了一系列的法则，这些法则将下至引擎、人类上至恒星的世间万物都囊括其中，原来，至关重要的能量也在帮助人类了解着整个宇宙。这两集纪录片便是要来...,
从高空看天下 第五季,58000,230,3006,1196,437,自然,暂无评分,评分人数不足,已完结, 全14集,0,2,简介：这是一系列动人惊艳的高空节目，为观众从崭新角度展现了一个完全不同的世界。跟随镜头，不论是遨游在一万英尺的高空，还是近距离的贴近地表，我们都能从一次次激动人心的旅程中发现全新视角：高山，河流，城堡，沼泽，以及大千世界的美丽风光。这里，就是从高空看世界的启程之旅。,
痘痘拯救,108000,762,4310,210,666,社会医疗,暂无评分,评分人数不足,已完结，共1集,0,6,简介：痘痘问题困扰了80%的年轻人，即便是很小的痘痘，都会让人感到不安和暴躁，并急于想要摆脱痘痘的困扰。本片告诉你粉刺产生的原因，并帮助你去解决它。,
时尚激情2 薇薇安 韦斯特伍德,27000,16,4084,90,285,人文社会,暂无评分,评分人数不足,已完结，共1集,0,0,简介：维维安·韦斯特伍德 Vivienne Westwood（1941-04-08～ ) 英国时装设计师，时装界的“朋克之母”。,
非洲孤狼,43000,795,2436,109,307,自然动物,暂无评分,评分人数不足,已完结，共1集,0,2,简介：这部电影讲述母狼梅加蒂戏剧性的人生故事，这匹埃塞俄比亚孤狼徘徊在高地上，它失去了自己的族群，不得不自立自强，踏上寻找新家园的征程。对于年轻的狼来说，要想生存，有所归属是至关重要的。肩负着这个使命，前途未卜的它踏上了险象环生的外族领地，前方等待它的会是好运吗？,
小星球,大主意,42000,73,2555,994,3945,社会科技人文,暂无评分,评分人数不足,已完结, 全39集,0,0,简介：这档节目处在对环境设计、创新和处理探索和讨论的最前沿。每集都有一个不同的主题，这些主题都聚焦三种前沿工作者——思维创新者——的工作上，这些人从制造学家到时尚设计师；从企业家到初次投资者。他们鼓励观众修正其绿色思维并在日常生活中实践。本剧希望观众们想象一个我们健康地吃、住、养育孩子的世界，这样的世界最终会让社区、动物、艺术、体育、音乐和休闲都更绿色。,
爱情与色欲,7564000,5505,199000,9357,35000,人文,暂无评分,评分人数不足,已完结, 全14集,0,20,简介：美国圣丹斯（SUNDANCE）电视台特约制作。比基尼、IPOD、性感内衣。让我们揭示这些让人趋之若鹜的商品背后的故事。圣丹斯电视台的流行文化博士、工业专家和几位影视明星为我们讲述不同历史时期的流行服饰、技术、食品、化妆等对于异性的吸引，以及这些标志性的流行产品是如何影响一代人对于爱情与色欲的理解。,
环境家,17000,63,759,197,1368,自然社会人文,暂无评分,评分人数不足,已完结, 全15集,0,0,简介：环境保护和生活其实也可以变得很有意思。,
索尼克音爆,11751000,25000,16000,3180,13000,搞笑科幻,9.5,191,已完结, 全52话,0,71,简介：Sonic Boom（索尼克音爆），又名Sonic Toon (ソニックトゥーン Sonikku Tūn) 是《刺猬索尼克》系列的第6部动画片。索尼克、塔尔斯、艾咪和纳克鲁斯以全新感觉示人，另有新角色斯迪克斯登场，索尼克的团队就此展开了搞笑而惊险的冒险故事，与永远的大反派艾格曼博士和他的机器人斗智斗勇，期间笑料和动作戏十足，快来一睹索尼克的3D新世界吧。,
奇妙的旅行家,72000,38,5001,705,1568,旅行人文历史社会,暂无评分,评分人数不足,已完结, 全18集,0,0,简介：格莱美获奖主持人克里斯汀，作为一名拥有20多年经验的艺术和旅游记者，她建立了自己的职业生涯，鼓舞着我们。本片并不是象征性的旅游度假秀，而是一个可以通往全球最伟大艺术，建筑，人文以及历史的通行证。从纽约到蒙特利尔到伦敦，克里斯汀探索地球上最迷人目的地上不为人知的丰富文化和故事。目的地包括纽约，巴黎，伦敦，罗马，威尼斯，哥本哈根等。,
周游世界,104000,134,5203,2032,8157,旅行人文社会自然,暂无评分,评分人数不足,已完结, 全52集,0,1,简介：从澳大利亚内陆，约克角到新西兰海滨，阿拉斯加荒野。从加拿大东部到中国偏远村庄，对彼得和谢丽来说没有一个地方是到达不了的，他们将通过野营、房车带你一起周游全世界，也让观众爱上自驾度假的生活方式。,
十大改变美国之事,60000,77,4126,121,424,人文,暂无评分,评分人数不足,已完结, 全4集,0,1,简介：探索那些引领潮流并塑造鼓舞美国的建筑，住宅，公园和城镇。他们不单单是历史结构，他们是具有全球影响创新力的建筑，大大的改变了人们的生活方式，工作，学习，购物和娱乐。主持人是杰弗利，每集都设有醒目的视觉效果，罕见的图像，动画鲜明，还附有著名历史学家和建筑师的采访。这同样也是一个旅程的回顾，探索这些创新的设计师如何震惊世人的。,
意大利梦,338000,1321,29000,647,2589,人文旅行,暂无评分,评分人数不足,已完结, 全6集,0,10,简介：凭借其迷人的风景，丰富的艺术珍品，深层次的了解当地热情的人们，难怪有着意大利梦的游客比世上其他地点都多。跟着意大利旅行专家凯西一起探索意大利的不同地区，见证丰富多彩的当地人-厨师，工匠，历史学家，他们继承并维护着自己祖先的传统。,
为了自由：美国黑人的故事,41000,71,2164,103,226,人文历史军事,暂无评分,评分人数不足,已完结, 全2集,0,2,简介：讲述美国黑人士兵从出生在美国，到整个20世纪战争的故事。,
无边灾难,21000,46,767,37,135,人文科技社会医疗,暂无评分,评分人数不足,已完结，共1集,0,1,简介：著名医药企业格兰泰药品公司研发了一种叫做“沙利度胺”的新药，称其百分之百安全，尤其适合孕期妇女服用。一位服用过这种药物的准妈妈顺利分娩，助产士却告诉她，她的孩子手臂极短，而且一生都不会像普通孩子一样正常成长... 对新生命的希望瞬间化为极度的恐惧。在接下来的数年中，出生了数万名类似的“沙利度胺畸形儿”。在孩子们和父母们艰难的维权过程中，这些孩子们并没有被自身的缺陷打倒，反而取得了令人瞩目的成就..,
流行档案 第一季,165000,2581,15000,897,2171,人文,暂无评分,评分人数不足,已完结, 全14集,0,7,简介：欧美流行乐坛超级明星幕后故事：贾斯汀-汀布莱克，Lady Gaga，碧昂斯，杰斯，小甜甜布兰妮。,
流行档案 第二季,82000,562,15000,361,682,人文社会,暂无评分,评分人数不足,已完结, 全15集,0,1,简介：欧美流行乐坛超级明星幕后故事。,
流行档案 第三季,111000,1905,15000,401,1139,人文社会,暂无评分,评分人数不足,已完结, 全10集,0,4,简介：欧美流行乐坛超级明星幕后故事。,
流行档案 第四季,57000,379,15000,406,585,人文社会,暂无评分,评分人数不足,已完结, 全14集,0,1,简介：欧美流行乐坛超级明星幕后故事。,
流行档案 第五季,50000,389,15000,520,402,人文社会,暂无评分,评分人数不足,已完结, 全14集,0,1,简介：欧美流行乐坛超级明星幕后故事。,
底牌,132000,1660,519,135,316,剧情,暂无评分,评分人数不足,已完结, 全24集,0,0,简介：本剧讲述的是一个现代商战中的复仇故事：年轻的达扬公司董事长李云扬（黄志忠饰）为了打败10年前在期货厮杀中逼死自己父亲的博时公司董事长乔云风（王庆祥饰），冒着破产的风险，以小搏大，在“枫树园”的拍卖中铤而走险，在与乔云风的竞拍中赢得了该项目，然而也把自己逼上了绝境，为寻韬晦之计，李云扬忍着屈辱被乔云风收购。同时，更大的复仇计划却在他手上刚刚开始，他联合股市、期货高手彭晓波为乔云风设计了一步步走向覆没的期货陷阱……,
双凤奇案,533000,6433,6392,437,1124,悬疑古装,暂无评分,评分人数不足,已完结, 全22集,0,5,简介：故事发生以明朝正德年间，陕西省宝鸡府凤翔县。世袭指挥秦昆鹏的母亲给孙玉凤送去一只玉镯，孙玉凤回赠一幅荷花图，两家定亲。尤彩凤的舅父母褚生和贾氏夜宿尤家，双双被害，贾氏人头也不知去向。尚朝奉夜拾包袱，见是女人头颅，丢入朱砂井中。他害怕伙计孙玉秀报官，将他推入井中害死。第二天到县衙告状，谎说孙玉秀偷银窃物后逃走。县令钱树于受书吏任义操纵，判孙玉秀的父亲孙国安赔偿，孙国安不服，被押进监牢。孙玉凤父亲被押，上堂辩理，钱树青说她无理取闹，将她押在狱中。 女牢中，龙彩凤细说原委，秦昆鹏的未婚妻孙玉凤见此案有冤，决...,
奥弗涅中部世界,12000,8,679,19,99,自然动物,暂无评分,评分人数不足,已完结，共1集,0,0,简介：这个占地50公顷的动物园位于奥弗涅的中心地区，是法国五大公园之一，这里生活着来自世界各地的动物。在这里可以找到黑猩猩、大象（其中两头出生于乐吧游乐动物园）、狮子、老虎、长颈鹿、雄、海岛猫鼬、斑马和狐猴，这里仅举几个例子而已！,
