电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
这么远，那么近,957000,2701,13000,1735,24000,社会,9.6,154,已完结, 全10集,0,44,简介：世界那么大，想拉近人与人的距离，缩短人与地点的距离，都要靠交通工具。交通运输改变人的生活，也带来塞车、泊车等问题。《这么远，那么近》跳出香港，到海外取经。美国研发地下超级高铁，疏导路面交通；阿布扎比打造零碳无车城市，应对污染；泰国交通警学习接生，以防孕妇塞车期间产子。衣食住行，样样贴身，「交通的事」，大有学问。节目以轻松手法介绍「通」识，反思香港运输发展，希望「这么远」的交通事，香港观众感到「那么近」。,
咖宝车神之巨兽时代,2169000,197,1888,497,1391,热血奇幻搞笑治愈,暂无评分,评分人数不足,已完结, 全22话,0,2,简介：新的一季中，小咖迎来了跨越时空的全新挑战！ 一批远古时代留存下来的恐龙化石正要被运往科研中心，埋伏的坏蛋们突然出现抢走化石，小咖立马指挥他神奇的好帮手——拥有强大未来科技力量的咖宝车神前往追缉，正当坏蛋们得意洋洋地准备拿着化石去获取非法利益时，咖宝们施展各种先进科技力量，成功地把这批化石夺了回来......,
庞贝末日 ,1114000,5001,14000,494,6979,爱情动作冒险灾难,6.8,306,105,0,67,简介：故事发生在遥远的古罗马时代，位于庞贝古城的维苏威火山濒临爆发的边缘，再过不久，整座庞贝古城就要在瞬间化为一片废墟，被永久的埋没在史册之中。迈洛从小就失去了父母和家人，被卖到富贵人家成为了奴隶斗士，一位名叫卡西亚的贵族小姐出现在了他的生命里，尽管地位悬殊，但迈洛还是不可救药的爱上了她...,
康苑巷33号,11000,10,411,91,174,剧情短片,暂无评分,评分人数不足,9,0,3,简介：快过年了，倒霉的快递员小斌，寄错了今年最后一件包裹....,
超级汽车的秘密,413000,223,5507,359,9639,科技社会,暂无评分,评分人数不足,已完结, 全10集,0,2,简介：这个系列将讲述有史以来最伟大的汽车的故事，每一件都代表着最优秀的现代设计、最新的汽车技术和业界最杰出的创新者的大胆创意。在每一集里，我们都会讲述其中三辆不可思议的车的故事。我们将会见他们背后的策划者，到他们的工厂幕后，从设计和制造他们的人那里得到内幕消息。,
出生在奥斯维辛,47000,98,1569,59,1024,人文历史,暂无评分,评分人数不足,已完结，共1集,0,1,简介：《出生在奥斯维辛》是一部关于继承家庭创伤的影片，它寻求在亲子关系中治愈创伤的可能性。1944年5月，维拉，一个年轻的犹太妇女来到了奥斯维辛。当时她已经怀孕2个月，但被门格勒医生挑选并进行了人体医学实验。维拉的孩子出生时只有1公斤重，在集中营解放之前，她不得不被藏了5个星期。维拉在大屠杀中留下了极大的心理创伤，她的女儿凯蒂也是。但凯蒂竭尽全力阻止这种创伤的传递，不让它传递给自己的孩子。维拉凯蒂母女俩要面对过去，去那些她们从未想过要回去的地方旅行……,
附属美丽,78000,386,5031,236,3509,剧情,暂无评分,评分人数不足,97,2,22,简介：霍华德是一名事业有成的广告公司经理，和妻子艾米结婚多年，两人共同抚养这一个可爱的小女儿。一场意外夺走了小姑娘的生命，也导致了这个幸福家庭的破碎，艾米选择了离开霍华德。接二连三的打击让霍华德陷入了绝望之中，无暇顾及公司里的事情，他整日埋首写信，这些信的收件人是“爱”、“时间”和“死亡”。,
锡尔斯玛利亚,35000,60,2553,62,2954,剧情,暂无评分,评分人数不足,123,0,3,简介：玛利亚是一名十分出色的演员，凭借“西格德”这一角色一举成名。在剧中，西格德野心勃勃，全身上下充满了致命的吸引力，她的行为直接导致了名为海琳娜的角色的自杀，是一出惊为天人的悲剧。如今，玛利亚已经四十多岁了，命运让她再度站在了舞台之上，只是，这一次，她不再是性感致命的西格德，而变成了悲剧的化身海琳娜。饰演西格德的是一位名叫艾莉丝的新生代演员，她的个性狂放不羁，常常惹是生非，饱受非议。在入戏的过程中，玛利亚在艾莉丝的身上看到了曾经的自己，引发了她深深的思考。,
苗苗,51000,153,1752,71,3419,,暂无评分,评分人数不足,84,1,0,简介：被分配到实验小学当老师的韩苗苗向陈校长报到，校长让她先到三（2）班听课。该班原来的老师方玉被淘气的学生气跑，听课的苗苗被迫登上讲台，但孩子们的恶作剧并未收敛，她极力克制内心情绪，耐心地对孩子们说：从今天起我是你们的老师，不过我还想成为你们的朋友。她的言传身教很快使班风得到良好转变…,
否认,71000,217,4458,121,3441,剧情传记历史,暂无评分,评分人数不足,109,1,3,简介：在利普斯塔特的案件中，她聘请了法务官安东尼·朱理斯与出庭律师理查德·兰普顿为自己服务，两位法务工作者均为优秀的处理诽谤案件的律师。为赢得诉讼，并驳回欧文提出的诽谤主张，利普斯塔特和她的辩护团队着手准备材料...,
奥特银河格斗 巨大阴谋,7270000,32000,159000,8856,69000,特摄热血战斗科幻,9.4,1308,已完结, 全10话,3,325,简介：宇宙发生了异变，新的强敌出现！许多不该出现的凶恶怪兽和外星人纷纷出现！有人在偷偷谋划一场巨大的阴谋，如今，阴谋渐渐浮出水面。众多奥特战士们联手，前来解开谜团的真相。 第一章讲的是利布特奥特曼加入银河救援队之前的故事。利布特和麦克斯奥特曼一起，在某个行星上察觉到异样的气息，没想到那里居然是敌人故意留下的陷阱。为了保护利布特，麦克斯陷入危机。第二章讲的是贝利亚年轻时候的故事。那时候贝利亚还在光之国，贝利亚和健的关系非常要好。后来因为嫉妒心作祟，贝利亚渐渐走向了不归路。第三章讲的是泰迦等人击败格里姆德，泽塔...,
奥特银河格斗 巨大阴谋（中配）,1107000,2653,159000,743,5777,特摄热血战斗科幻,8.5,126,已完结, 全10话,0,31,简介：宇宙发生了异变，新的强敌出现！许多不该出现的凶恶怪兽和外星人纷纷出现！有人在偷偷谋划一场巨大的阴谋，如今，阴谋渐渐浮出水面。众多奥特战士们联手，前来解开谜团的真相。 第一章讲的是利布特奥特曼加入银河救援队之前的故事。利布特和麦克斯奥特曼一起，在某个行星上察觉到异样的气息，没想到那里居然是敌人故意留下的陷阱。为了保护利布特，麦克斯陷入危机。第二章讲的是贝利亚年轻时候的故事。那时候贝利亚还在光之国，贝利亚和健的关系非常要好。后来因为嫉妒心作祟，贝利亚渐渐走向了不归路。第三章讲的是泰迦等人击败格里姆德，泽塔...,
奥特英雄传 赛罗与捷德,948000,3151,756000,694,9734,特摄热血战斗科幻,9.2,199,已完结, 全23话,1,53,简介：自赛文奥特曼的儿子赛罗奥特曼登场以来，如今迎来了赛罗奥特曼10周年。被称作亲子英雄的赛罗奥特曼一直享有超高的人气！本次将会播放很多有关赛罗奥特曼的出场作品，让我们再次领略下赛罗奥特曼英勇的身姿吧！赛罗奥特曼曾经遇到过的各种强敌都会再次出现，而赛罗奥特曼将会把他们一一打败。另外，捷德奥特曼也将会出现在这次的作品里。捷德奥特曼的人类形态小陆，他的成长经历也是十分的艰辛与坎坷，从小无父无母，生活全靠打工维持生计。不过，小陆还有伙伴们，是伙伴们的笑容，让小陆成长了起来。只不过捷德奥特曼是邪恶奥特战士贝利亚的儿...,
奥特英雄传 赛罗与捷德（中配）,409000,548,756000,313,2090,特摄热血战斗科幻,暂无评分,评分人数不足,已完结, 全23话,0,16,简介：自赛文奥特曼的儿子赛罗奥特曼登场以来，如今迎来了赛罗奥特曼10周年。被称作亲子英雄的赛罗奥特曼一直享有超高的人气！本次将会播放很多有关赛罗奥特曼的出场作品，让我们再次领略下赛罗奥特曼英勇的身姿吧！赛罗奥特曼曾经遇到过的各种强敌都会再次出现，而赛罗奥特曼将会把他们一一打败。另外，捷德奥特曼也将会出现在这次的作品里。捷德奥特曼的人类形态小陆，他的成长经历也是十分的艰辛与坎坷，从小无父无母，生活全靠打工维持生计。不过，小陆还有伙伴们，是伙伴们的笑容，让小陆成长了起来。只不过捷德奥特曼是邪恶奥特战士贝利亚的儿...,
泰迦奥特曼剧场版 新生代之巅,910000,7681,1610000,1393,13000,特摄热血战斗科幻,4.9,1113,已完结, 全1话,5,369,简介：还记得新生代奥特战士们吗？银河奥特曼、维克特利奥特曼、艾克斯奥特曼、欧布奥特曼、捷德奥特曼、罗索奥特曼、布鲁奥特曼这7位新生代奥特战士，为了守护地球的和平与正义，他们将会在这一次的剧场版中，再次归来！为了帮助伊吉斯的优幸，泰迦奥特曼、泰塔斯奥特曼、风马奥特曼这3位奥特战士一直在留在地球，与可恶的怪兽还有外星人艰苦地战斗着。而泰迦奥特曼易为何要与他的父亲泰罗奥特曼进行战斗？在这中间到底发生什么？让这对父子不得不针锋相对，泰罗奥特曼为什么会向自己的儿子泰迦奥特曼出手。这一切貌似又和托雷基亚奥特曼扯上了关系...,
泰迦奥特曼剧场版 新生代之巅（中配）,254000,1452,1610000,404,2006,特摄热血战斗科幻,7.1,139,已完结, 全1话,0,33,简介：还记得新生代奥特战士们吗？银河奥特曼、维克特利奥特曼、艾克斯奥特曼、欧布奥特曼、捷德奥特曼、罗索奥特曼、布鲁奥特曼这7位新生代奥特战士，为了守护地球的和平与正义，他们将会在这一次的剧场版中，再次归来！为了帮助伊吉斯的优幸，泰迦奥特曼、泰塔斯奥特曼、风马奥特曼这3位奥特战士一直在留在地球，与可恶的怪兽还有外星人艰苦地战斗着。而泰迦奥特曼易为何要与他的父亲泰罗奥特曼进行战斗？在这中间到底发生什么？让这对父子不得不针锋相对，泰罗奥特曼为什么会向自己的儿子泰迦奥特曼出手。这一切貌似又和托雷基亚奥特曼扯上了关系...,
小怪兽成长日记 蹒跚学步 第二季,394000,331,6600,278,4780,少儿搞笑治愈日常,9.4,107,已完结, 全26话,0,50,简介：在宇宙某处有一颗叫K10星云的迷你星球，有一群可爱的小怪兽生活在这颗星球上。小怪兽们在一起嬉戏打闹。小比格、小卡内和小达达三只小怪兽组建的怪兽店铺，今天也在继续为迷你星球上的小怪兽们服务，迷你星球上充满了快乐与轻松的气息。在本作中出现了新登场的小怪兽们，有会使用电击怪兽之力、喜欢时尚的、性格又有些强势的小艾雷，会使用治愈怪兽之力、喜欢安静看书写故事的小木格等等。其他的小怪兽们也有了新的目标与各种各样的趣事发生。小比格、小卡内和小达达在本作中也有了自己的新目标与愿望，其他的小怪兽们会帮他们实现吗？本作也依...,
小怪兽成长日记 蹒跚学步 第二季（中配）,203000,172,6600,129,1046,少儿搞笑日常治愈,暂无评分,评分人数不足,已完结, 全26话,0,10,简介：在宇宙某处有一颗叫K10星云的迷你星球，有一群可爱的小怪兽生活在这颗星球上。小怪兽们在一起嬉戏打闹。小比格、小卡内和小达达三只小怪兽组建的怪兽店铺，今天也在继续为迷你星球上的小怪兽们服务，迷你星球上充满了快乐与轻松的气息。在本作中出现了新登场的小怪兽们，有会使用电击怪兽之力、喜欢时尚的、性格又有些强势的小艾雷，会使用治愈怪兽之力、喜欢安静看书写故事的小木格等等。其他的小怪兽们也有了新的目标与各种各样的趣事发生。小比格、小卡内和小达达在本作中也有了自己的新目标与愿望，其他的小怪兽们会帮他们实现吗？本作也依...,
